name,platform,publisher,developer,Total_Shipped,year
Mazes of Fate DS,DS,Graffiti,Sabarasa Entertainment,0.04,2008
Reader Rabbit Kindergarten,DS,Graffiti,Graffiti Entertainment,0.27,2009
Rogue Trooper: Quartz Zone Massacre,Wii,Graffiti,Rebellion Developments,0.07,2009
Air Conflicts: Aces of World War II,PSP,Graffiti,Cowboy Rodeo,0.05,2009
Black Sigil: Blade of the Exiled,DS,Graffiti,Studio Archcraft,0.05,2009
C.O.R.E.,DS,Graffiti,NoWay Studio,0.04,2009
Reader Rabbit Kindergarten,Wii,Graffiti,Graffiti Entertainment,0.12,2010
Reader Rabbit 1st Grade,Wii,Graffiti,Graffiti Entertainment,0.07,2010
Reader Rabbit 2nd Grade,Wii,Graffiti,Graffiti Entertainment,0.05,2010
Free Running,Wii,Graffiti,Core Design Ltd.,0.04,2010
Shepherd's Crossing,PSP,Graffiti,Success,0.01,2010
Shepherd's Crossing 2 DS,DS,Graffiti,Success,0.01,2010
Windy X Windam,DS,Graffiti,Success,0.01,2010
Horrible Histories: Ruthless Romans,DS,Graffiti,Virtual Identity,0.01,2010
Grey Goo,PC,Grey Box,Petroglyph Games,0.36,2015
RiME,NS,Grey Box,Tequila Works,0.15,2017
RiME,PS4,Grey Box,Tequila Works,0.11,2017
Rime,XOne,Grey Box,Tequila Works,0.03,2017
12-Sai. Honto no Kimochi,3DS,Happinet,Happinet,0.07,2014
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,3DS,Happinet,Happinet,0.04,2014
Niko Puchi Girls Runway,3DS,Happinet,Happinet,0.03,2015
Sousaku Alice to Oujisama!,3DS,Happinet,Happinet,0.02,2015
12-Sai. Koisuru Diary,3DS,Happinet,Unknown,0.08,2016
12-Sai. Torokeru Puzzle Futari no Harmony,3DS,Happinet,Happinet,0.01,2017
Nora to Koujo to Noraneko Heart,PSV,Harukaze,Harukaze,0.01,2017
Draw a Stickman: EPIC,PC,Hitcents,Hitcents,0.13,2013
"Linea, the Game",PC,KHB-Soft,KHB-Soft,0.13,2016
Intralism,PC,KHB-Soft,KHB-Soft,0.11,2016
MC Groovz Dance Craze,GC,Mad Catz,Mad Catz,0.2,2004
Real World Golf,PS2,Mad Catz,In2Games / Aqua Pacific,0.11,2006
Real World Golf,XB,Mad Catz,In2Games / Aqua Pacific,0.03,2006
Jonah Lomu Rugby Challenge,X360,Mad Catz,Sidhe Interactive,0.31,2011
Damage Inc.: Pacific Squadron WWII,X360,Mad Catz,Mad Catz,0.07,2012
Utsusemi no Mawari,PSV,Matatabi,Matatabi,0.01,2017
Dark Angel: Vampire Apocalypse,PS2,Metro 3D,Metro3D,0.09,2001
Sub Rebellion,PS2,Metro 3D,Irem Software Engineering,0.08,2002
Smash Cars,PS2,Metro 3D,Creat Studio,0.11,2003
Stake: Fortune Fighters,XB,Metro 3D,Gameness Art Software,0.02,2003
Casper,GBA,Microids,Planet Interactive,0.01,2002
Paddington: Adventures in London,3DS,Microids,Neko Entertainment,0.04,2015
Agatha Christie: The ABC Murders,PC,Microids,Artefacts Studios,0.02,2016
Gear.Club Unlimited,NS,Microids,Eden Games,0.15,2017
Syberia III,PC,Microids,Unknown,0.04,2017
Syberia,NS,Microids,Microids,0.02,2017
Syberia III,XOne,Microids,Unknown,0.02,2017
Moto Racer 4,XOne,Microids,Microids,0.02,2017
Moto Racer 4,PS4,Microids,Microids,0.01,2017
Syberia 2,NS,Microids,Microids,0.01,2017
Asterix and Obelix XXL2,NS,Microids,Microids,0.06,2018
Toki Collector's Edition,NS,Microids,Golgoth Studio,0.05,2018
Asterix and Obelix XXL2,PS4,Microids,Microids,0.04,2018
ATV Drift & Tricks,XOne,Microids,Artefacts Studio,0.02,2018
Gear Club Unlimited 2,NS,Microids,Eden Games,0.02,2018
Flashback,PS4,Microids,Paul Cuisset,0.01,2018
ATV Drift & Tricks,NS,Microids,Artefacts Studio,0.01,2018
If My Heart Had Wings,PC,MoeNovel,MoeNovel,0.12,2013
Custer's Revenge,2600,Mystique,Mystique,0.82,1982
Sesame Street: Elmo's Letter Adventure,PS,NewKidCo,Realtime Associates,0.31,1998
Tiny Toon Adventures: The Great Beanstalk,PS,NewKidCo,Terraglyph Interactive Studios,0.31,1998
Sesame Street: Elmo's Number Journey,PS,NewKidCo,Realtime Associates,0.24,1998
Sesame Street: Elmo's Number Journey,N64,NewKidCo,Realtime Associates,0.19,1999
Sesame Street: Elmo's Letter Adventure,N64,NewKidCo,Realtime Associates,0.18,1999
Disney's Story Studio: Disney's Mulan,PS,NewKidCo,Disney Interactive Studios,0.15,1999
Hello Kitty's Cube Frenzy,PS,NewKidCo,Culture Publishers,0.09,1999
Tigger's Honey Hunt,PS,NewKidCo,Doki Denki,0.28,2000
Tigger's Honey Hunt,N64,NewKidCo,Rivage Games,0.2,2000
Tom and Jerry in Fists of Furry,N64,NewKidCo,VIS Entertainment,0.16,2000
Dragon Tales: Dragon Seek,PS,NewKidCo,Zed Two Limited,0.09,2000
E.T. The Extra-Terrestrial,GBA,NewKidCo,Fluid Studios,0.01,2001
Tom and Jerry in War of the Whiskers,PS2,NewKidCo,VIS Entertainment,0.26,2002
Dora the Explorer: The Search for Pirate Pig's Treasure,GBA,NewKidCo,Cinegroupe,0.26,2002
Tom and Jerry: Infurnal Escape,GBA,NewKidCo,Cinegroupe,0.16,2003
Tom and Jerry in War of the Whiskers,GC,NewKidCo,VIS Entertainment,0.07,2003
Dr. Seuss: Green Eggs and Ham,GBA,NewKidCo,Handheld Games,0.05,2003
Tom and Jerry in War of the Whiskers,XB,NewKidCo,VIS Entertainment,0.03,2003
Dragon Tales: Dragon Adventures,GBA,NewKidCo,Handheld Games,0.02,2004
Mahjong,NES,Nintendo,Nintendo,2.14,1983
F1 Race,NES,Nintendo,Nintendo,1.52,1984
4 Nin uchi Mahjong,NES,Nintendo,Hudson Soft,1.45,1984
Super Mario Bros.,NES,Nintendo,Nintendo EAD,40.24,1985
Duck Hunt,NES,Nintendo,Nintendo R&D1,28.31,1985
Excitebike,NES,Nintendo,Nintendo R&D1,4.16,1985
Golf,NES,Nintendo,Nintendo,4.01,1985
Kung Fu,NES,Nintendo,Irem Software Engineering,3.5,1985
Baseball,NES,Nintendo,Nintendo,3.2,1985
Tennis,NES,Nintendo,Nintendo,2.17,1985
Pinball,NES,Nintendo,Nintendo,1.85,1985
Ice Climber,NES,Nintendo,Nintendo R&D1,1.5,1985
Gyromite,NES,Nintendo,Nintendo R&D1,1.32,1985
Hogan's Alley,NES,Nintendo,Intelligent Systems,1.27,1985
Clu Clu Land,NES,Nintendo,Nintendo R&D1,0.82,1985
Wrecking Crew,NES,Nintendo,Nintendo,0.51,1985
Super Mario Bros. 2 (FDS),NES,Nintendo,Nintendo EAD,2.65,1986
Mario Bros.,NES,Nintendo,Nintendo R&D1,2.28,1986
Donkey Kong,NES,Nintendo,Nintendo,1.13,1986
Donkey Kong Jr.,NES,Nintendo,Nintendo R&D1,1.11,1986
Popeye,NES,Nintendo,Nintendo,1.1,1986
Balloon Fight,NES,Nintendo,Nintendo R&D1,0.92,1986
Nazo no Murasame-Jou (FDS),NES,Nintendo,Nintendo EAD,0.57,1986
The Legend of Zelda,NES,Nintendo,Nintendo EAD,6.51,1987
Mike Tyson's Punch-Out!!,NES,Nintendo,Nintendo IRD,3.02,1987
Metroid,NES,Nintendo,Nintendo R&D1,2.73,1987
Pro Wrestling,NES,Nintendo,TRY Corporation,2.4,1987
Volleyball,NES,Nintendo,Nintendo R&D1,2.15,1987
Rad Racer,NES,Nintendo,SquareSoft,1.96,1987
Soccer,NES,Nintendo,"Iwasaki Electronics Co., Ltd.",1.96,1987
Kid Icarus,NES,Nintendo,Nintendo R&D1,1.76,1987
Super Mario Bros. 2,NES,Nintendo,Nintendo EAD,7.46,1988
Zelda II: The Adventure of Link,NES,Nintendo,Nintendo EAD,4.38,1988
Ice Hockey,NES,Nintendo,Nintendo,2.42,1988
R.C. Pro-Am,NES,Nintendo,Rare Ltd.,2.14,1988
Donkey Kong Classics,NES,Nintendo,Nintendo,1.56,1988
Tetris,GB,Nintendo,Bullet Proof Software,30.26,1989
Super Mario Land,GB,Nintendo,Nintendo R&D1,18.14,1989
Tetris,NES,Nintendo,Nintendo,5.58,1989
Dragon Warrior,NES,Nintendo,ChunSoft,2.0,1989
Tennis,GB,Nintendo,Nintendo R&D1,1.99,1989
Alleyway,GB,Nintendo,Nintendo R&D1 / Intelligent Systems,1.94,1989
Baseball,GB,Nintendo,Nintendo,1.61,1989
Yakuman,GB,Nintendo,Intelligent Systems,1.28,1989
Super Mario Bros. 3,NES,Nintendo,Nintendo R&D2,17.28,1990
Dr. Mario,GB,Nintendo,Nintendo R&D1,5.34,1990
Dr. Mario,NES,Nintendo,Nintendo R&D1,4.85,1990
Golf,GB,Nintendo,Nintendo,2.12,1990
Nintendo World Cup,NES,Nintendo,Technos Japan Corporation,1.48,1990
Final Fantasy,NES,Nintendo,Square,1.2,1990
SolarStriker,GB,Nintendo,Nintendo R&D1,1.2,1990
Qix,GB,Nintendo,Taito Corporation,1.15,1990
Super Mario World,SNES,Nintendo,Nintendo EAD,20.61,1991
F-1 Race,GB,Nintendo,Nintendo,3.41,1991
F-Zero,SNES,Nintendo,Nintendo EAD,2.85,1991
SimCity,SNES,Nintendo,Intelligent Systems,1.98,1991
Metroid II: Return of Samus,GB,Nintendo,Intelligent Systems,1.72,1991
Pilotwings,SNES,Nintendo,Nintendo EAD,1.14,1991
Super R.C. Pro-Am,GB,Nintendo,Rare Ltd.,1.14,1991
NES Open Tournament Golf,NES,Nintendo,Nintendo R&D2,1.0,1991
GameBoy Wars,GB,Nintendo,Intelligent Systems,0.18,1991
Super Mario Land 2: 6 Golden Coins,GB,Nintendo,Nintendo R&D1,11.18,1992
Super Mario Kart,SNES,Nintendo,Nintendo EAD,8.76,1992
Kirby's Dream Land,GB,Nintendo,HAL Laboratory,5.13,1992
The Legend of Zelda: A Link to the Past,SNES,Nintendo,Nintendo EAD,4.61,1992
Yoshi,GB,Nintendo,Game Freak,3.12,1992
Mario Paint,SNES,Nintendo,Intelligent Systems,2.31,1992
Yoshi,NES,Nintendo,Game Freak,1.75,1992
Super Scope 6,SNES,Nintendo,Nintendo R&D1,1.65,1992
Yoshi,GB,Nintendo,Nintendo,0.73,1992
Super Mario USA,NES,Nintendo,Nintendo EAD,0.69,1992
Super Soccer,SNES,Nintendo,Human Entertainment,0.38,1992
Super Mario All-Stars,SNES,Nintendo,Nintendo EAD,10.55,1993
The Legend of Zelda: Link's Awakening,GB,Nintendo,Nintendo EAD,3.83,1993
Star Fox,SNES,Nintendo,Argonaut Games,2.99,1993
Kirby's Pinball Land,GB,Nintendo,HAL Laboratory,2.19,1993
Kirby's Adventure,NES,Nintendo,HAL Laboratory,1.75,1993
Yoshi's Cookie,GB,Nintendo,Jupiter Multimedia,1.53,1993
Tetris 2,GB,Nintendo,Nintendo,1.24,1993
Yoshi's Cookie,NES,Nintendo,Bullet Proof Software,1.12,1993
Tetris 2,NES,Nintendo,Nintendo,0.98,1993
Mario & Wario,SNES,Nintendo,Game Freak,0.49,1993
Tetris 2 (weekly jp sales),GB,Nintendo,Nintendo,0.23,1993
Donkey Kong Country,SNES,Nintendo,Rare Ltd.,9.3,1994
Super Mario Land 3: Wario Land,GB,Nintendo,Nintendo R&D1,5.19,1994
Donkey Kong,GB,Nintendo,Nintendo EAD,3.07,1994
Super Metroid,SNES,Nintendo,Intelligent Systems,1.42,1994
Fire Emblem: Monshou no Nazo,SNES,Nintendo,Intelligent Systems,0.7,1994
Mega Man 6,NES,Nintendo,Capcom,0.52,1994
Stunt Race FX,SNES,Nintendo,Argonaut Games,0.35,1994
Illusion of Gaia,SNES,Nintendo,Quintet,0.13,1994
Donkey Kong Country 2: Diddy's Kong Quest,SNES,Nintendo,Rare Ltd.,5.15,1995
Super Mario World 2: Yoshi's Island,SNES,Nintendo,Nintendo EAD,4.12,1995
Donkey Kong Land,GB,Nintendo,Rare Ltd.,3.91,1995
Killer Instinct,SNES,Nintendo,Rare Ltd.,3.2,1995
Kirby's Dream Land 2,GB,Nintendo,HAL Laboratory,2.36,1995
EarthBound,SNES,Nintendo,Ape Studios / HAL Laboratory,0.81,1995
Mario's Picross,GB,Nintendo,Jupiter Multimedia,0.62,1995
Kirby's Dream Course,SNES,Nintendo,HAL Laboratory,0.59,1995
Mario no Super Picross,SNES,Nintendo,Jupiter Multimedia,0.41,1995
Gameboy Gallery,GB,Nintendo,Nintendo,0.3,1995
Super Mario 64,N64,Nintendo,Nintendo EAD,11.91,1996
Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,Nintendo,Rare Ltd.,3.51,1996
Wave Race 64,N64,Nintendo,Nintendo EAD,2.94,1996
Star Wars: Shadows of the Empire,N64,Nintendo,LucasArts,2.65,1996
Donkey Kong Land 2,GB,Nintendo,Rare Ltd.,2.35,1996
Super Mario RPG: Legend of the Seven Stars,SNES,Nintendo,SquareSoft,2.14,1996
Cruis'n USA,N64,Nintendo,Midway Games,1.72,1996
Kirby Super Star,SNES,Nintendo,HAL Laboratory,1.44,1996
Pilotwings 64,N64,Nintendo,Paradigm Entertainment,1.12,1996
Killer Instinct Gold,N64,Nintendo,Rare Ltd.,0.82,1996
Fire Emblem: Seisen no Keifu,SNES,Nintendo,Intelligent Systems,0.58,1996
Picross 2,GB,Nintendo,Jupiter Multimedia,0.35,1996
Kirby's Block Ball,GB,Nintendo,HAL Laboratory,0.32,1996
Tetris Attack,GB,Nintendo,Intelligent Systems,0.23,1996
Tetris Attack,SNES,Nintendo,Intelligent Systems,0.15,1996
Terranigma,SNES,Nintendo,Quintet,0.09,1996
Mario Kart 64,N64,Nintendo,Nintendo EAD,9.87,1997
GoldenEye 007,N64,Nintendo,Rare Ltd.,8.09,1997
Diddy Kong Racing,N64,Nintendo,Rare Ltd.,4.88,1997
Star Fox 64,N64,Nintendo,Nintendo EAD,4.0,1997
Donkey Kong Land III,GB,Nintendo,Rare Ltd.,1.03,1997
Game & Watch Gallery,GB,Nintendo,Nintendo,1.0,1997
Blast Corps,N64,Nintendo,Rare Ltd.,0.71,1997
Space Invaders,SNES,Nintendo,Taito Corporation,0.46,1997
Mischief Makers,N64,Nintendo,"Treasure Co., Ltd.",0.43,1997
Kirby's Dream Land 3,SNES,Nintendo,HAL Laboratory,0.36,1997
Tetrisphere,N64,Nintendo,H2O Interactive,0.36,1997
Kirby's Star Stacker,GB,Nintendo,HAL Laboratory,0.22,1997
Itoi Shigesato no Bass Tsuri No. 1,SNES,Nintendo,HAL Laboratory,0.17,1997
Pokemon Red / Green / Blue Version,GB,Nintendo,Game Freak,31.38,1998
The Legend of Zelda: Ocarina of Time,N64,Nintendo,Nintendo EAD,7.6,1998
Banjo-Kazooie,N64,Nintendo,Rare Ltd.,3.65,1998
Yoshi's Story,N64,Nintendo,Nintendo EAD,2.85,1998
The Legend of Zelda: Link's Awakening DX,GBC,Nintendo,Nintendo EAD,2.22,1998
1080?ø: TenEighty Snowboarding,N64,Nintendo,Nintendo EAD,2.03,1998
Tetris DX,GBC,Nintendo,Nintendo?ÿR&D1,1.88,1998
Wario Land II,GB,Nintendo,Nintendo R&D1,1.48,1998
Pocket Monsters Stadium,N64,Nintendo,HAL Laboratory,1.37,1998
Game & Watch Gallery 2,GB,Nintendo,Nintendo,1.22,1998
Kobe Bryant in NBA Courtside,N64,Nintendo,Left Field Productions,1.19,1998
F-Zero X,N64,Nintendo,Nintendo EAD,1.1,1998
Major League Baseball Featuring Ken Griffey Jr,N64,Nintendo,Angel Studios,0.79,1998
Cruis'n World,N64,Nintendo,Eurocom Entertainment Software,0.64,1998
Waialae Country Club: True Golf Classics,N64,Nintendo,Tikipod,0.59,1998
Bomberman Hero,N64,Nintendo,AI,0.47,1998
Pokemon Yellow: Special Pikachu Edition,GB,Nintendo,Game Freak,14.64,1999
Super Smash Bros.,N64,Nintendo,HAL Laboratory,5.55,1999
Pokemon Pinball,GBC,Nintendo,Jupiter Corporation,5.31,1999
Donkey Kong 64,N64,Nintendo,Rare Ltd.,5.27,1999
Super Mario Bros. Deluxe,GB,Nintendo,Nintendo EAD,5.07,1999
Pokemon Snap,N64,Nintendo,HAL Laboratory,3.63,1999
Mario Party,N64,Nintendo,Hudson Soft,2.7,1999
Mario Golf,N64,Nintendo,Camelot Software Planning,1.47,1999
Game & Watch Gallery 3,GB,Nintendo,Nintendo,1.22,1999
Wario Land II (GBC),GB,Nintendo,Nintendo R&D1,0.38,1999
Mario Golf,GB,Nintendo,Camelot Software Planning,0.31,1999
Ken Griffey Jr.'s Slugfest,N64,Nintendo,Angel Studios,0.29,1999
The New Tetris,N64,Nintendo,H2O Interactive,0.29,1999
Command & Conquer,N64,Nintendo,Looking Glass Studios,0.27,1999
Fire Emblem: Thracia 776,SNES,Nintendo,Intelligent Systems,0.26,1999
NBA Courtside 2 featuring Kobe Bryant,N64,Nintendo,Left Field Productions,0.25,1999
Pokemon Gold / Silver Version,GB,Nintendo,Game Freak,23.1,2000
Pokemon Stadium,N64,Nintendo,HAL Laboratory,5.46,2000
Pokemon Trading Card Game,GB,Nintendo,Hudson Soft,3.72,2000
The Legend of Zelda: Majora's Mask,N64,Nintendo,Nintendo EAD,3.36,2000
Mario Party 2,N64,Nintendo,Hudson Soft,2.48,2000
Mario Tennis,N64,Nintendo,Camelot Software Planning,2.32,2000
Wario Land 3,GB,Nintendo,Nintendo R&D1,2.2,2000
Donkey Kong Country,GBC,Nintendo,Rare Ltd.,2.19,2000
"Hey You, Pikachu!",N64,Nintendo,Ambrella,1.83,2000
Kirby 64: The Crystal Shards,N64,Nintendo,HAL Laboratory,1.77,2000
Banjo-Tooie,N64,Nintendo,Rare Ltd.,1.49,2000
Excitebike 64,N64,Nintendo,Left Field Productions,1.0,2000
Mickey's Speedway USA,N64,Nintendo,Rare Ltd.,0.6,2000
Pokemon Puzzle League,N64,Nintendo,Nintendo Software Technology Corporation,0.45,2000
RR64: Ridge Racer 64,N64,Nintendo,Nintendo Software Technology Corporation,0.4,2000
Custom Robo V2,N64,Nintendo,Noise Inc.,0.39,2000
Donkey Kong GB: Dinky Kong & Dixie Kong,GB,Nintendo,Rare Ltd.,0.28,2000
Trade & Battle: Card Hero,GB,Nintendo,Intelligent Systems,0.2,2000
Starcraft 64,N64,Nintendo,Mass Media,0.16,2000
Sin and Punishment,N64,Nintendo,"Treasure Co., Ltd.",0.13,2000
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64,Nintendo,HAL Laboratory,0.07,2000
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64,Nintendo,HAL Laboratory,0.07,2000
Super Smash Bros. Melee,GC,Nintendo,HAL Laboratory,7.41,2001
Pokemon Crystal Version,GBC,Nintendo,Game Freak,6.39,2001
Mario Kart: Super Circuit,GBA,Nintendo,Intelligent Systems,5.91,2001
Super Mario Advance,GBA,Nintendo,Nintendo EAD,5.57,2001
The Legend of Zelda: Oracle of Ages / Seasons,GBC,Nintendo,Capcom,3.99,2001
Luigi's Mansion,GC,Nintendo,Nintendo EAD,3.33,2001
Pokemon Stadium 2,N64,Nintendo,HAL Laboratory,2.54,2001
Wario Land 4,GBA,Nintendo,Nintendo R&D1,2.2,2001
The Legend of Zelda: Oracle of Ages,GBC,Nintendo,Flagship,1.92,2001
Mario Party 3,N64,Nintendo,Hudson Soft,1.91,2001
The Legend of Zelda: Oracle of Seasons,GBC,Nintendo,Flagship,1.86,2001
Golden Sun,GBA,Nintendo,Camelot Software Planning,1.65,2001
Pikmin,GC,Nintendo,Nintendo EAD,1.6,2001
Paper Mario,N64,Nintendo,Intelligent Systems,1.37,2001
Kirby Tilt 'n' Tumble,GB,Nintendo,HAL Laboratory,1.23,2001
Mario Tennis,GB,Nintendo,Camelot Software Planning,1.18,2001
F-Zero: Maximum Velocity,GBA,Nintendo,"Nd Cube Co., Ltd.",1.05,2001
Pokemon Card GB2: GRdan Sanjou,GB,Nintendo,Hudson Soft,0.89,2001
Advance Wars,GBA,Nintendo,Intelligent Systems,0.7,2001
Wave Race: Blue Storm,GC,Nintendo,Nintendo Software Technology Corporation,0.6,2001
Dr. Mario 64,N64,Nintendo,Newcom,0.42,2001
Animal Crossing,N64,Nintendo,Nintendo EAD,0.31,2001
KuruKuru Kururin,GBA,Nintendo,Eighting/Raizing,0.31,2001
Magical Vacation,GBA,Nintendo,Brownie Brown,0.27,2001
L'Aigle de Guerre,GBA,Nintendo,Genki,0.1,2001
Super Mario Sunshine,GC,Nintendo,Nintendo EAD,5.91,2002
Super Mario World: Super Mario Advance 2,GBA,Nintendo,Nintendo EAD,5.69,2002
Metroid Prime,GC,Nintendo,Retro Studios,2.84,2002
Yoshi's Island: Super Mario Advance 3,GBA,Nintendo,Nintendo EAD,2.83,2002
The Legend of Zelda: A Link to the Past,GBA,Nintendo,"Flagship Co., Ltd. / Nintendo EAD",2.82,2002
Mario Party 4,GC,Nintendo,Hudson Soft,2.46,2002
Animal Crossing,GC,Nintendo,Nintendo EAD,2.27,2002
Kirby: Nightmare in Dream Land,GBA,Nintendo,HAL Laboratory,2.1,2002
Star Fox Adventures,GC,Nintendo,Rare Ltd.,1.82,2002
Metroid Fusion,GBA,Nintendo,Nintendo R&D1,1.6,2002
Game & Watch Gallery 4,GBA,Nintendo,Nintendo,0.61,2002
Hamtaro: Ham-Hams Unite!,GBC,Nintendo,Shogakukan,0.56,2002
Densetsu no Stafi,GBA,Nintendo,TOSE,0.47,2002
Eternal Darkness: Sanity's Requiem,GC,Nintendo,Silicon Knights,0.44,2002
Fire Emblem: Fuuin no Tsurugi,GBA,Nintendo,Intelligent Systems,0.39,2002
NBA Courtside 2002,GC,Nintendo,Left Field Productions,0.25,2002
Disney's Magical Quest Starring Mickey and Minnie,GBA,Nintendo,Capcom,0.22,2002
Disney's Magical Mirror Starring Mickey Mouse,GC,Nintendo,Capcom,0.19,2002
Doshin the Giant,GC,Nintendo,Param,0.14,2002
Pokemon Ruby / Sapphire Version,GBA,Nintendo,Game Freak,16.22,2003
Mario Kart: Double Dash!!,GC,Nintendo,Nintendo EAD,6.88,2003
Super Mario Advance 4: Super Mario Bros. 3,GBA,Nintendo,Nintendo EAD,5.43,2003
The Legend of Zelda: The Wind Waker,GC,Nintendo,Nintendo EAD,4.43,2003
Mario Party 5,GC,Nintendo,Hudson Soft,2.17,2003
Mario & Luigi: Superstar Saga,GBA,Nintendo,AlphaDream Corporation,2.15,2003
Donkey Kong Country,GBA,Nintendo,Rare Ltd.,1.82,2003
Final Fantasy Tactics Advance,GBA,Nintendo,Square Enix,1.7,2003
Pokemon Pinball: Ruby & Sapphire (Old all region sales),GBA,Nintendo,Jupiter Corporation,1.37,2003
Kirby Air Ride,GC,Nintendo,HAL Laboratory,1.35,2003
Mario Golf: Toadstool Tour,GC,Nintendo,Camelot Software Planning,1.27,2003
Golden Sun: The Lost Age,GBA,Nintendo,Camelot Software Planning,1.12,2003
"WarioWare, Inc.: Mega MicroGame$",GBA,Nintendo,Nintendo R&D1,1.1,2003
Fire Emblem,GBA,Nintendo,Intelligent Systems,0.97,2003
Sword of Mana,GBA,Nintendo,Brownie Brown,0.74,2003
F-Zero GX,GC,Nintendo,Amusement Vision,0.65,2003
Advance Wars 2: Black Hole Rising,GBA,Nintendo,Intelligent Systems,0.65,2003
Mother 1+2,GBA,Nintendo,Ape Studios / HAL Laboratory / Brownie Brown,0.46,2003
Pokemon Pinball: Ruby & Sapphire (JP weekly sales),GBA,Nintendo,Jupiter Corporation,0.45,2003
Densetsu no Stafi 2,GBA,Nintendo,TOSE,0.44,2003
Wario World,GC,Nintendo,"Treasure Co., Ltd.",0.44,2003
Pokemon Channel,GC,Nintendo,Ambrella,0.38,2003
Hamtaro: Ham-Ham Heartbreak,GBA,Nintendo,Nintendo,0.36,2003
Top Gear Rally,GBA,Nintendo,Tantalus Interactive,0.09,2003
Pokemon FireRed / LeafGreen Version,GBA,Nintendo,Game Freak,12.0,2004
Super Mario 64 DS,DS,Nintendo,Nintendo EAD,11.06,2004
Pokemon Colosseum,GC,Nintendo,Genius Sonority Inc.,2.41,2004
Classic NES Series: Super Mario Bros.,GBA,Nintendo,Nintendo EAD,2.27,2004
Paper Mario: The Thousand-Year Door,GC,Nintendo,Intelligent Systems,1.91,2004
Mario Party 6,GC,Nintendo,Hudson Soft,1.63,2004
Kirby & the Amazing Mirror,GBA,Nintendo,Flagship,1.47,2004
Classic NES Series: Super Mario Bros.,GBA,Nintendo,Nintendo,1.43,2004
Mario vs. Donkey Kong,GBA,Nintendo,Nintendo Software Technology Corporation,1.37,2004
Final Fantasy: Crystal Chronicles,GC,Nintendo,Square Enix,1.3,2004
Donkey Kong Country 2,GBA,Nintendo,Rare Ltd.,1.23,2004
Final Fantasy I & II: Dawn of Souls,GBA,Nintendo,Square Enix,1.19,2004
Donkey Konga,GC,Nintendo,Namco,1.18,2004
Mario Power Tennis,GC,Nintendo,Camelot Software Planning,1.16,2004
Pikmin 2,GC,Nintendo,Nintendo EAD,1.12,2004
Metroid Prime 2: Echoes,GC,Nintendo,Retro Studios,1.1,2004
Classic NES Series: The Legend of Zelda,GBA,Nintendo,Nintendo,0.89,2004
Metroid: Zero Mission,GBA,Nintendo,Nintendo R&D1,0.84,2004
The Legend of Zelda: Four Swords Adventures,GC,Nintendo,Nintendo EAD,0.81,2004
Classic NES Series: Donkey Kong,GBA,Nintendo,Nintendo,0.73,2004
"WarioWare, Inc.: Mega Party Game$",GC,Nintendo,Nintendo R&D1,0.71,2004
Classic NES Series: Zelda II: The Adventure of Link,GBA,Nintendo,Nintendo EAD,0.7,2004
Mario Pinball Land,GBA,Nintendo,Fuse Games Limited,0.69,2004
Classic NES Series: Dr. Mario,GBA,Nintendo,Nintendo,0.56,2004
Classic NES Series: Pac-Man,GBA,Nintendo,Nintendo,0.46,2004
Mario Golf: Advance Tour,GBA,Nintendo,Camelot Software Planning,0.45,2004
Classic NES Series: Metroid,GBA,Nintendo,Nintendo,0.43,2004
Famicom Mini: Super Mario Bros. 2,GBA,Nintendo,Nintendo EAD,0.42,2004
Custom Robo,GC,Nintendo,Noise Inc.,0.37,2004
Classic NES Series: Ice Climber,GBA,Nintendo,Nintendo,0.34,2004
Classic NES Series: Castlevania,GBA,Nintendo,Konami,0.33,2004
Pokemon Box: Ruby and Sapphire,GC,Nintendo,The Pokemon Company,0.28,2004
Classic NES Series: Bomberman,GBA,Nintendo,Hudson Soft,0.26,2004
Classic NES Series: Excitebike,GBA,Nintendo,Nintendo,0.25,2004
Classic NES Series: Xevious,GBA,Nintendo,Nintendo,0.25,2004
Densetsu no Stafi 3,GBA,Nintendo,TOSE,0.24,2004
Classic NES Series: The Legend of Zelda,GBA,Nintendo,Nintendo EAD,0.24,2004
Hamtaro: Ham-Ham Games,GBA,Nintendo,AlphaDream Corporation,0.22,2004
Classic NES Series: Ice Climber,GBA,Nintendo,Nintendo,0.2,2004
Daigasso! Band Brothers,DS,Nintendo,Nintendo R&D2,0.19,2004
Pokemon I Choose You / Squirtle Squad Game Boy Advance Video,GBA,Nintendo,Nintendo,0.18,2004
Pokemon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,GBA,Nintendo,Nintendo,0.17,2004
Classic NES Series: Donkey Kong,GBA,Nintendo,Nintendo,0.17,2004
F-Zero: GP Legend,GBA,Nintendo,Suzak,0.16,2004
Pokemon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,GBA,Nintendo,Nintendo,0.13,2004
